,tot_debt_tot_equity_class,zacks_x_sector_desc,straddle_pnl,quarter_with_ticker
10002,good debt/eq,Computer and Technology,571.75,Q4 2020LRCX
10003,low_debt/eq,Computer and Technology,386.94,Q2 2021LRCX
10004,low_debt/eq,Computer and Technology,433.05,Q3 2021LRCX
10005,low_debt/eq,Computer and Technology,-40.89,Q4 2021LRCX
10006,low_debt/eq,Computer and Technology,452.07,Q1 2022LRCX
10007,low_debt/eq,Computer and Technology,119.04,Q2 2022LRCX
10008,low_debt/eq,Computer and Technology,-339.37,Q3 2022LRCX
10009,low_debt/eq,Computer and Technology,514.57,Q4 2022LRCX
10090,low_debt/eq,Transportation,277.78,Q4 2017LUV
10091,low_debt/eq,Transportation,633.66,Q1 2018LUV
10092,low_debt/eq,Transportation,-965.52,Q2 2018LUV
10094,low_debt/eq,Transportation,-261.68,Q4 2018LUV
10095,low_debt/eq,Transportation,679.25,Q1 2019LUV
10096,low_debt/eq,Transportation,663.27,Q2 2019LUV
10097,low_debt/eq,Transportation,-428.57,Q3 2019LUV
10098,low_debt/eq,Transportation,72.29,Q4 2019LUV
10099,low_debt/eq,Transportation,193.88,Q1 2020LUV
10100,low_debt/eq,Transportation,356.93,Q2 2020LUV
10101,good debt/eq,Transportation,-105.56,Q3 2020LUV
10102,good debt/eq,Transportation,491.27,Q4 2020LUV
10103,good debt/eq,Transportation,-8.22,Q2 2021LUV
10104,good debt/eq,Transportation,503.16,Q3 2021LUV
10105,good debt/eq,Transportation,250.6,Q4 2021LUV
10106,good debt/eq,Transportation,426.72,Q1 2022LUV
10107,low_debt/eq,Transportation,-856.23,Q2 2022LUV
10108,low_debt/eq,Transportation,378.55,Q3 2022LUV
10109,low_debt/eq,Transportation,216.62,Q4 2022LUV
10115,good debt/eq,Consumer Discretionary,494.19,Q4 2017LVS
10116,good debt/eq,Consumer Discretionary,587.27,Q1 2018LVS
10117,good debt/eq,Consumer Discretionary,-179.32,Q2 2018LVS
10118,high_debt/eq,Consumer Discretionary,105.45,Q3 2018LVS
10119,high_debt/eq,Consumer Discretionary,448.33,Q4 2018LVS
10120,high_debt/eq,Consumer Discretionary,886.45,Q1 2019LVS
10121,high_debt/eq,Consumer Discretionary,121.77,Q2 2019LVS
10122,high_debt/eq,Consumer Discretionary,35.48,Q3 2019LVS
10123,high_debt/eq,Consumer Discretionary,410.98,Q4 2019LVS
10124,high_debt/eq,Consumer Discretionary,-259.17,Q1 2020LVS
10125,high_debt/eq,Consumer Discretionary,187.93,Q2 2020LVS
10126,high_debt/eq,Consumer Discretionary,-435.48,Q3 2020LVS
10127,high_debt/eq,Consumer Discretionary,653.9,Q4 2020LVS
10128,high_debt/eq,Consumer Discretionary,228.46,Q2 2021LVS
10129,high_debt/eq,Consumer Discretionary,406.82,Q3 2021LVS
10130,high_debt/eq,Consumer Discretionary,253.38,Q4 2021LVS
10131,high_debt/eq,Consumer Discretionary,467.44,Q1 2022LVS
10132,high_debt/eq,Consumer Discretionary,-354.01,Q2 2022LVS
10133,high_debt/eq,Consumer Discretionary,-16.83,Q3 2022LVS
10134,high_debt/eq,Consumer Discretionary,-240.46,Q4 2022LVS
10170,low_debt/eq,Basic Materials,-1148.51,Q2 2019LYB
10174,high_debt/eq,Basic Materials,8.47,Q2 2020LYB
10188,high_debt/eq,Computer and Technology,-57.69,Q1 2019LYFT
10189,high_debt/eq,Computer and Technology,633.09,Q2 2019LYFT
10190,high_debt/eq,Computer and Technology,419.82,Q3 2019LYFT
10191,high_debt/eq,Computer and Technology,-69.63,Q4 2019LYFT
10192,low_debt/eq,Computer and Technology,-931.71,Q1 2020LYFT
10193,low_debt/eq,Computer and Technology,461.66,Q2 2020LYFT
10194,low_debt/eq,Computer and Technology,568.06,Q3 2020LYFT
10195,low_debt/eq,Computer and Technology,-412.84,Q2 2021LYFT
10196,low_debt/eq,Computer and Technology,-98.83,Q3 2021LYFT
10197,low_debt/eq,Computer and Technology,394.21,Q4 2021LYFT
10198,low_debt/eq,Computer and Technology,-1449.48,Q1 2022LYFT
10229,good debt/eq,Retail/Wholesale,465.38,Q4 2017M
10230,good debt/eq,Retail/Wholesale,-204.59,Q1 2018M
10231,good debt/eq,Retail/Wholesale,-846.36,Q2 2018M
10232,low_debt/eq,Retail/Wholesale,233.47,Q3 2018M
10233,low_debt/eq,Retail/Wholesale,658.9,Q4 2018M
10234,low_debt/eq,Retail/Wholesale,671.64,Q1 2019M
10242,high_debt/eq,Retail/Wholesale,-1002.85,Q2 2021M
10243,high_debt/eq,Retail/Wholesale,-1044.73,Q3 2021M
10245,low_debt/eq,Retail/Wholesale,-530.69,Q1 2022M
10247,low_debt/eq,Retail/Wholesale,-342.69,Q3 2022M
10253,low_debt/eq,Business Services,479.89,Q4 2017MA
10254,good debt/eq,Business Services,-134.96,Q1 2018MA
10255,good debt/eq,Business Services,-343.16,Q2 2018MA
10256,good debt/eq,Business Services,495.91,Q3 2018MA
10257,good debt/eq,Business Services,128.0,Q4 2018MA
10258,good debt/eq,Business Services,49.18,Q1 2019MA
10259,high_debt/eq,Business Services,304.0,Q2 2019MA
10260,high_debt/eq,Business Services,429.74,Q3 2019MA
10261,good debt/eq,Business Services,497.89,Q4 2019MA
10262,high_debt/eq,Business Services,-851.67,Q1 2020MA
10263,high_debt/eq,Business Services,467.99,Q2 2020MA
10264,high_debt/eq,Business Services,-1265.07,Q3 2020MA
10265,high_debt/eq,Business Services,273.41,Q4 2020MA
10266,high_debt/eq,Business Services,365.49,Q2 2021MA
10267,high_debt/eq,Business Services,544.37,Q3 2021MA
10268,high_debt/eq,Business Services,288.11,Q4 2021MA
10269,high_debt/eq,Business Services,-7.31,Q1 2022MA
10270,high_debt/eq,Business Services,177.29,Q2 2022MA
10271,high_debt/eq,Business Services,628.14,Q3 2022MA
10272,high_debt/eq,Business Services,318.24,Q4 2022MA
10277,high_debt/eq,Consumer Discretionary,119.57,Q4 2017MAR
10278,high_debt/eq,Consumer Discretionary,508.29,Q1 2018MAR
10279,high_debt/eq,Consumer Discretionary,-15.79,Q2 2018MAR
10280,high_debt/eq,Consumer Discretionary,-273.54,Q3 2018MAR
10283,high_debt/eq,Consumer Discretionary,481.62,Q2 2019MAR
10284,high_debt/eq,Consumer Discretionary,253.28,Q3 2019MAR
10285,high_debt/eq,Consumer Discretionary,293.97,Q4 2019MAR
10290,high_debt/eq,Consumer Discretionary,206.11,Q2 2021MAR
10291,high_debt/eq,Consumer Discretionary,191.24,Q3 2021MAR
10292,high_debt/eq,Consumer Discretionary,-18.97,Q4 2021MAR
10293,high_debt/eq,Consumer Discretionary,51.98,Q1 2022MAR
10294,high_debt/eq,Consumer Discretionary,377.48,Q2 2022MAR
10295,high_debt/eq,Consumer Discretionary,26.32,Q3 2022MAR
10296,high_debt/eq,Consumer Discretionary,37.16,Q4 2022MAR
10312,low_debt/eq,Business Services,41.44,Q1 2021MARA
10314,high_debt/eq,Business Services,-292.71,Q3 2021MARA
10315,good debt/eq,Business Services,171.37,Q4 2021MARA
10332,high_debt/eq,Medical,658.05,Q4 2019MASI
10338,high_debt/eq,Medical,-6765.91,Q4 2021MASI
10347,low_debt/eq,Retail/Wholesale,65.31,Q4 2017MCD
10349,low_debt/eq,Retail/Wholesale,308.22,Q2 2018MCD
10350,low_debt/eq,Retail/Wholesale,-822.78,Q3 2018MCD
10351,low_debt/eq,Retail/Wholesale,583.45,Q4 2018MCD
10352,low_debt/eq,Retail/Wholesale,627.72,Q1 2019MCD
10354,low_debt/eq,Retail/Wholesale,-701.52,Q3 2019MCD
10355,low_debt/eq,Retail/Wholesale,219.51,Q4 2019MCD
10356,low_debt/eq,Retail/Wholesale,470.3,Q1 2020MCD
10359,low_debt/eq,Retail/Wholesale,595.59,Q4 2020MCD
10360,low_debt/eq,Retail/Wholesale,27.52,Q2 2021MCD
10361,low_debt/eq,Retail/Wholesale,-112.8,Q3 2021MCD
10362,low_debt/eq,Retail/Wholesale,586.83,Q4 2021MCD
10363,low_debt/eq,Retail/Wholesale,52.09,Q1 2022MCD
10364,low_debt/eq,Retail/Wholesale,-27.24,Q2 2022MCD
10365,low_debt/eq,Retail/Wholesale,-88.14,Q3 2022MCD
10366,low_debt/eq,Retail/Wholesale,375.64,Q4 2022MCD
10377,high_debt/eq,Computer and Technology,203.7,Q2 2019MCHP
10378,high_debt/eq,Computer and Technology,292.59,Q3 2019MCHP
10379,high_debt/eq,Computer and Technology,-187.5,Q4 2019MCHP
10381,high_debt/eq,Computer and Technology,-542.12,Q2 2020MCHP
10383,high_debt/eq,Computer and Technology,543.8,Q2 2021MCHP
10386,good debt/eq,Computer and Technology,-203.49,Q1 2022MCHP
10387,good debt/eq,Computer and Technology,-141.94,Q2 2022MCHP
10394,low_debt/eq,Medical,432.52,Q4 2017MCK
10395,low_debt/eq,Medical,458.15,Q1 2018MCK
10396,good debt/eq,Medical,-70.48,Q2 2018MCK
10400,low_debt/eq,Medical,-412.64,Q2 2019MCK
10401,good debt/eq,Medical,-712.23,Q3 2019MCK
10402,high_debt/eq,Medical,168.92,Q4 2019MCK
10403,good debt/eq,Medical,493.94,Q1 2020MCK
10405,good debt/eq,Medical,-91.44,Q3 2020MCK
10406,low_debt/eq,Medical,282.05,Q2 2021MCK
10407,low_debt/eq,Medical,-228.43,Q3 2021MCK
10408,low_debt/eq,Medical,-263.59,Q4 2021MCK
10410,low_debt/eq,Medical,192.31,Q2 2022MCK
10411,low_debt/eq,Medical,375.7,Q3 2022MCK
10412,low_debt/eq,Medical,524.25,Q4 2022MCK
10421,high_debt/eq,Finance,244.25,Q4 2018MCO
10441,high_debt/eq,Computer and Technology,729.47,Q4 2017MDB
10445,good debt/eq,Computer and Technology,-1368.78,Q4 2018MDB
10446,low_debt/eq,Computer and Technology,735.12,Q1 2019MDB
10447,low_debt/eq,Computer and Technology,573.17,Q2 2019MDB
10448,low_debt/eq,Computer and Technology,515.5,Q3 2019MDB
10449,good debt/eq,Computer and Technology,252.27,Q4 2019MDB
10451,high_debt/eq,Computer and Technology,291.96,Q2 2020MDB
10452,high_debt/eq,Computer and Technology,546.2,Q3 2020MDB
10455,high_debt/eq,Computer and Technology,-53.21,Q3 2021MDB
10456,high_debt/eq,Computer and Technology,-210.21,Q4 2021MDB
10457,high_debt/eq,Computer and Technology,-188.1,Q1 2022MDB
10458,high_debt/eq,Computer and Technology,-1221.7,Q2 2022MDB
10459,high_debt/eq,Computer and Technology,-410.34,Q3 2022MDB
10488,low_debt/eq,Consumer Staples,118.59,Q4 2017MDLZ
10489,low_debt/eq,Consumer Staples,228.4,Q1 2018MDLZ
10490,low_debt/eq,Consumer Staples,-467.48,Q2 2018MDLZ
10491,low_debt/eq,Consumer Staples,-223.14,Q3 2018MDLZ
10492,low_debt/eq,Consumer Staples,-449.69,Q4 2018MDLZ
10493,low_debt/eq,Consumer Staples,574.18,Q1 2019MDLZ
10494,low_debt/eq,Consumer Staples,116.71,Q2 2019MDLZ
10495,low_debt/eq,Consumer Staples,533.6,Q3 2019MDLZ
10496,low_debt/eq,Consumer Staples,-1431.32,Q4 2019MDLZ
10497,low_debt/eq,Consumer Staples,407.22,Q1 2020MDLZ
10498,low_debt/eq,Consumer Staples,-43.48,Q2 2020MDLZ
10499,low_debt/eq,Consumer Staples,382.02,Q3 2020MDLZ
10501,low_debt/eq,Consumer Staples,111.11,Q2 2021MDLZ
10502,low_debt/eq,Consumer Staples,119.4,Q3 2021MDLZ
10504,low_debt/eq,Consumer Staples,484.54,Q1 2022MDLZ
10505,low_debt/eq,Consumer Staples,384.62,Q2 2022MDLZ
10506,low_debt/eq,Consumer Staples,361.45,Q3 2022MDLZ
10507,low_debt/eq,Consumer Staples,50.63,Q4 2022MDLZ
10530,low_debt/eq,Finance,48.39,Q4 2017MET
10531,low_debt/eq,Finance,493.51,Q1 2018MET
10532,low_debt/eq,Finance,551.63,Q2 2018MET
10534,low_debt/eq,Finance,-71.19,Q4 2018MET
10535,low_debt/eq,Finance,-488.81,Q1 2019MET
10536,low_debt/eq,Finance,210.69,Q2 2019MET
10537,low_debt/eq,Finance,593.41,Q3 2019MET
10538,low_debt/eq,Finance,475.47,Q4 2019MET
10539,low_debt/eq,Finance,-100.3,Q1 2020MET
10540,low_debt/eq,Finance,-134.55,Q2 2020MET
10541,low_debt/eq,Finance,-555.94,Q3 2020MET
10542,low_debt/eq,Finance,-38.04,Q2 2021MET
10543,low_debt/eq,Finance,233.24,Q3 2021MET
10544,low_debt/eq,Finance,302.96,Q4 2021MET
10545,low_debt/eq,Finance,340.91,Q1 2022MET
10546,low_debt/eq,Finance,540.54,Q2 2022MET
10547,low_debt/eq,Finance,-317.07,Q4 2022MET
10569,high_debt/eq,Computer and Technology,406.22,Q2 2022META
10570,low_debt/eq,Computer and Technology,-1066.88,Q3 2022META
10571,low_debt/eq,Computer and Technology,-1617.06,Q4 2022META
10578,good debt/eq,Consumer Discretionary,-914.2,Q1 2018MGM
10579,good debt/eq,Consumer Discretionary,741.38,Q2 2018MGM
10580,good debt/eq,Consumer Discretionary,68.24,Q3 2018MGM
10581,good debt/eq,Consumer Discretionary,-85.89,Q4 2018MGM
10582,good debt/eq,Consumer Discretionary,-101.16,Q1 2019MGM
10584,good debt/eq,Consumer Discretionary,629.51,Q3 2019MGM
10585,low_debt/eq,Consumer Discretionary,-91.48,Q4 2019MGM
10589,good debt/eq,Consumer Discretionary,-185.29,Q2 2021MGM
10590,good debt/eq,Consumer Discretionary,277.13,Q3 2021MGM
10591,good debt/eq,Consumer Discretionary,388.38,Q4 2021MGM
10592,good debt/eq,Consumer Discretionary,351.44,Q1 2022MGM
10593,good debt/eq,Consumer Discretionary,174.39,Q2 2022MGM
10594,high_debt/eq,Consumer Discretionary,-189.38,Q4 2022MGM
10665,low_debt/eq,Construction,144.63,Q4 2017MLM
10669,low_debt/eq,Construction,588.83,Q4 2018MLM
10683,low_debt/eq,Construction,-511.48,Q4 2022MLM
10713,good debt/eq,Multi-Sector Conglomerates,291.72,Q4 2017MMM
10714,good debt/eq,Multi-Sector Conglomerates,-779.08,Q1 2018MMM
10715,good debt/eq,Multi-Sector Conglomerates,612.46,Q2 2018MMM
10716,good debt/eq,Multi-Sector Conglomerates,-123.78,Q3 2018MMM
10717,good debt/eq,Multi-Sector Conglomerates,333.71,Q4 2018MMM
10718,high_debt/eq,Multi-Sector Conglomerates,-2836.25,Q1 2019MMM
10719,high_debt/eq,Multi-Sector Conglomerates,600.67,Q2 2019MMM
10720,high_debt/eq,Multi-Sector Conglomerates,-71.72,Q3 2019MMM
10721,high_debt/eq,Multi-Sector Conglomerates,-319.16,Q4 2019MMM
10722,high_debt/eq,Multi-Sector Conglomerates,270.45,Q1 2020MMM
10723,high_debt/eq,Multi-Sector Conglomerates,-168.97,Q2 2020MMM
10724,high_debt/eq,Multi-Sector Conglomerates,350.17,Q3 2020MMM
10725,good debt/eq,Multi-Sector Conglomerates,113.82,Q4 2020MMM
10726,good debt/eq,Multi-Sector Conglomerates,416.23,Q2 2021MMM
10727,good debt/eq,Multi-Sector Conglomerates,474.08,Q3 2021MMM
10728,good debt/eq,Multi-Sector Conglomerates,360.42,Q4 2021MMM
10729,good debt/eq,Multi-Sector Conglomerates,248.59,Q1 2022MMM
10730,good debt/eq,Multi-Sector Conglomerates,-279.05,Q2 2022MMM
10731,good debt/eq,Multi-Sector Conglomerates,427.45,Q3 2022MMM
10732,good debt/eq,Multi-Sector Conglomerates,-671.87,Q4 2022MMM
10753,high_debt/eq,Consumer Staples,-1051.43,Q4 2017MNST
10754,high_debt/eq,Consumer Staples,-12.9,Q1 2018MNST
10755,high_debt/eq,Consumer Staples,640.0,Q2 2018MNST
10756,high_debt/eq,Consumer Staples,427.54,Q3 2018MNST
10757,high_debt/eq,Consumer Staples,-209.3,Q4 2018MNST
10759,high_debt/eq,Consumer Staples,644.67,Q2 2019MNST
10763,high_debt/eq,Consumer Staples,-243.9,Q2 2020MNST
10776,low_debt/eq,Consumer Staples,477.88,Q4 2017MO
10777,low_debt/eq,Consumer Staples,347.58,Q1 2018MO
10778,low_debt/eq,Consumer Staples,-182.09,Q2 2018MO
10779,low_debt/eq,Consumer Staples,440.0,Q3 2018MO
10780,high_debt/eq,Consumer Staples,79.89,Q4 2018MO
10781,high_debt/eq,Consumer Staples,-572.52,Q1 2019MO
10782,high_debt/eq,Consumer Staples,-37.69,Q2 2019MO
10783,high_debt/eq,Consumer Staples,315.1,Q3 2019MO
10784,high_debt/eq,Consumer Staples,-10.1,Q4 2019MO
10785,high_debt/eq,Consumer Staples,344.05,Q1 2020MO
10786,high_debt/eq,Consumer Staples,433.44,Q2 2020MO
10788,high_debt/eq,Consumer Staples,457.94,Q4 2020MO
10789,high_debt/eq,Consumer Staples,40.49,Q2 2021MO
10790,low_debt/eq,Consumer Staples,-1344.13,Q3 2021MO
10791,low_debt/eq,Consumer Staples,60.9,Q4 2021MO
10792,low_debt/eq,Consumer Staples,513.42,Q1 2022MO
10793,low_debt/eq,Consumer Staples,552.17,Q2 2022MO
10794,low_debt/eq,Consumer Staples,-23.15,Q3 2022MO
10795,low_debt/eq,Consumer Staples,-1434.15,Q4 2022MO
10870,high_debt/eq,Medical,184.78,Q4 2017MOH
10874,low_debt/eq,Medical,292.79,Q4 2018MOH
10895,low_debt/eq,Basic Materials,-91.23,Q1 2018MOS
10896,low_debt/eq,Basic Materials,-199.29,Q2 2018MOS
10897,low_debt/eq,Basic Materials,-800.0,Q3 2018MOS
10898,low_debt/eq,Basic Materials,193.63,Q4 2018MOS
10899,low_debt/eq,Basic Materials,-806.32,Q1 2019MOS
10900,low_debt/eq,Basic Materials,-100.3,Q2 2019MOS
10901,low_debt/eq,Basic Materials,520.41,Q3 2019MOS
10906,low_debt/eq,Basic Materials,309.95,Q2 2021MOS
10907,low_debt/eq,Basic Materials,-383.97,Q3 2021MOS
10908,low_debt/eq,Basic Materials,377.05,Q4 2021MOS
10909,low_debt/eq,Basic Materials,-96.67,Q1 2022MOS
10910,low_debt/eq,Basic Materials,324.73,Q2 2022MOS
10911,low_debt/eq,Basic Materials,80.21,Q3 2022MOS
10912,low_debt/eq,Basic Materials,426.74,Q4 2022MOS
10929,low_debt/eq,Oils/Energy,257.73,Q4 2017MPC
10931,low_debt/eq,Oils/Energy,-1370.94,Q2 2018MPC
10932,low_debt/eq,Oils/Energy,538.58,Q3 2018MPC
10933,low_debt/eq,Oils/Energy,-316.0,Q4 2018MPC
10934,low_debt/eq,Oils/Energy,-608.7,Q1 2019MPC
10935,low_debt/eq,Oils/Energy,416.25,Q2 2019MPC
10936,low_debt/eq,Oils/Energy,401.36,Q3 2019MPC
10937,low_debt/eq,Oils/Energy,454.55,Q4 2019MPC
10938,good debt/eq,Oils/Energy,191.03,Q1 2020MPC
10941,good debt/eq,Oils/Energy,247.08,Q4 2020MPC
10942,low_debt/eq,Oils/Energy,200.0,Q2 2021MPC
10943,low_debt/eq,Oils/Energy,-220.08,Q3 2021MPC
10944,low_debt/eq,Oils/Energy,-666.67,Q4 2021MPC
10945,low_debt/eq,Oils/Energy,-36.28,Q1 2022MPC
10946,low_debt/eq,Oils/Energy,41.67,Q2 2022MPC
10947,low_debt/eq,Oils/Energy,-154.8,Q3 2022MPC
10948,low_debt/eq,Oils/Energy,297.37,Q4 2022MPC
10980,high_debt/eq,Computer and Technology,288.97,Q4 2018MPWR
11000,low_debt/eq,Medical,265.67,Q1 2018MRK
11002,low_debt/eq,Medical,565.13,Q3 2018MRK
11004,low_debt/eq,Medical,81.02,Q1 2019MRK
11005,low_debt/eq,Medical,265.45,Q2 2019MRK
11006,low_debt/eq,Medical,-265.38,Q3 2019MRK
11007,good debt/eq,Medical,-226.53,Q4 2019MRK
11008,good debt/eq,Medical,0.0,Q1 2020MRK
11010,low_debt/eq,Medical,479.06,Q3 2020MRK
11011,low_debt/eq,Medical,106.74,Q2 2021MRK
11012,low_debt/eq,Medical,-1706.55,Q3 2021MRK
11013,low_debt/eq,Medical,-228.2,Q4 2021MRK
11014,low_debt/eq,Medical,-640.93,Q1 2022MRK
11015,low_debt/eq,Medical,505.45,Q2 2022MRK
11016,low_debt/eq,Medical,338.95,Q3 2022MRK
11017,low_debt/eq,Medical,-171.92,Q4 2022MRK
11028,low_debt/eq,Medical,-132.08,Q1 2020MRNA
11029,low_debt/eq,Medical,360.55,Q2 2020MRNA
11030,low_debt/eq,Medical,-142.27,Q3 2020MRNA
11031,low_debt/eq,Medical,581.77,Q2 2021MRNA
11032,low_debt/eq,Medical,-1573.35,Q3 2021MRNA
11033,low_debt/eq,Medical,-195.13,Q4 2021MRNA
11034,low_debt/eq,Medical,348.11,Q1 2022MRNA
11035,low_debt/eq,Medical,-1253.11,Q2 2022MRNA
11036,low_debt/eq,Medical,600.8,Q3 2022MRNA
11037,low_debt/eq,Medical,141.67,Q4 2022MRNA
11044,low_debt/eq,Oils/Energy,581.73,Q2 2018MRO
11056,low_debt/eq,Oils/Energy,85.97,Q4 2021MRO
11057,low_debt/eq,Oils/Energy,469.97,Q1 2022MRO
11058,low_debt/eq,Oils/Energy,-62.71,Q2 2022MRO
11059,low_debt/eq,Oils/Energy,351.45,Q4 2022MRO
11071,low_debt/eq,Business Services,234.18,Q3 2019MRVL
11072,low_debt/eq,Business Services,-832.09,Q4 2019MRVL
11076,low_debt/eq,Business Services,-57.55,Q1 2021MRVL
11088,high_debt/eq,Finance,614.23,Q4 2017MS
11089,high_debt/eq,Finance,260.42,Q1 2018MS
11090,high_debt/eq,Finance,-226.42,Q2 2018MS
11091,high_debt/eq,Finance,-660.07,Q3 2018MS
11092,high_debt/eq,Finance,42.65,Q4 2018MS
11093,high_debt/eq,Finance,11.07,Q1 2019MS
11094,high_debt/eq,Finance,508.26,Q2 2019MS
11095,high_debt/eq,Finance,522.81,Q3 2019MS
11096,high_debt/eq,Finance,-1053.89,Q4 2019MS
11097,high_debt/eq,Finance,449.89,Q1 2020MS
11098,high_debt/eq,Finance,427.31,Q2 2020MS
11099,high_debt/eq,Finance,442.62,Q3 2020MS
11100,high_debt/eq,Finance,390.62,Q4 2020MS
11101,high_debt/eq,Finance,432.43,Q2 2021MS
11102,high_debt/eq,Finance,307.45,Q3 2021MS
11103,high_debt/eq,Finance,356.88,Q4 2021MS
11104,high_debt/eq,Finance,706.74,Q1 2022MS
11105,high_debt/eq,Finance,462.82,Q2 2022MS
11138,good debt/eq,Computer and Technology,749.02,Q4 2017MSFT
11141,low_debt/eq,Computer and Technology,-62.07,Q3 2018MSFT
11142,low_debt/eq,Computer and Technology,603.19,Q4 2018MSFT
11143,low_debt/eq,Computer and Technology,23.65,Q1 2019MSFT
11145,low_debt/eq,Computer and Technology,417.06,Q3 2019MSFT
11146,low_debt/eq,Computer and Technology,1.8,Q4 2019MSFT
11147,low_debt/eq,Computer and Technology,636.58,Q1 2020MSFT
11148,low_debt/eq,Computer and Technology,-83.38,Q2 2020MSFT
11149,low_debt/eq,Computer and Technology,-86.15,Q3 2020MSFT
11150,low_debt/eq,Computer and Technology,461.5,Q4 2020MSFT
11151,low_debt/eq,Computer and Technology,570.52,Q2 2021MSFT
11152,low_debt/eq,Computer and Technology,-764.26,Q3 2021MSFT
11153,low_debt/eq,Computer and Technology,393.0,Q4 2021MSFT
11154,low_debt/eq,Computer and Technology,220.45,Q1 2022MSFT
11155,low_debt/eq,Computer and Technology,-255.56,Q2 2022MSFT
11156,low_debt/eq,Computer and Technology,-620.94,Q3 2022MSFT
11157,low_debt/eq,Computer and Technology,597.94,Q4 2022MSFT
11222,high_debt/eq,Computer and Technology,-697.22,Q3 2021MSTR
11223,high_debt/eq,Computer and Technology,220.67,Q4 2021MSTR
11224,high_debt/eq,Computer and Technology,128.81,Q1 2022MSTR
11225,low_debt/eq,Computer and Technology,-299.32,Q2 2022MSTR
11226,low_debt/eq,Computer and Technology,237.07,Q3 2022MSTR
11232,low_debt/eq,Finance,-475.9,Q4 2017MTB
11233,low_debt/eq,Finance,255.23,Q1 2018MTB
11234,low_debt/eq,Finance,-37.84,Q2 2018MTB
11235,low_debt/eq,Finance,335.14,Q3 2018MTB
11236,low_debt/eq,Finance,-965.52,Q4 2018MTB
11237,low_debt/eq,Finance,-141.63,Q1 2019MTB
11238,low_debt/eq,Finance,-880.5,Q2 2019MTB
11239,low_debt/eq,Finance,-526.32,Q3 2019MTB
11247,low_debt/eq,Finance,-212.33,Q4 2021MTB
11250,low_debt/eq,Finance,-2685.81,Q3 2022MTB
11251,low_debt/eq,Finance,-193.55,Q4 2022MTB
11267,low_debt/eq,Retail/Wholesale,-335.88,Q2 2020MTCH
11268,low_debt/eq,Retail/Wholesale,456.71,Q3 2020MTCH
11269,low_debt/eq,Retail/Wholesale,299.04,Q2 2021MTCH
11270,low_debt/eq,Retail/Wholesale,470.46,Q3 2021MTCH
11271,low_debt/eq,Retail/Wholesale,306.63,Q4 2021MTCH
11272,low_debt/eq,Retail/Wholesale,286.23,Q1 2022MTCH
11273,low_debt/eq,Retail/Wholesale,-1193.26,Q2 2022MTCH
11274,low_debt/eq,Retail/Wholesale,460.0,Q3 2022MTCH
11275,low_debt/eq,Retail/Wholesale,368.06,Q4 2022MTCH
11342,high_debt/eq,Consumer Discretionary,339.83,Q4 2021MTN
11375,low_debt/eq,Computer and Technology,685.39,Q1 2018MU
11377,low_debt/eq,Computer and Technology,16.79,Q3 2018MU
11378,low_debt/eq,Computer and Technology,-355.7,Q4 2018MU
11379,low_debt/eq,Computer and Technology,-693.88,Q1 2019MU
11381,low_debt/eq,Computer and Technology,602.22,Q3 2019MU
11382,low_debt/eq,Computer and Technology,424.09,Q4 2019MU
11383,low_debt/eq,Computer and Technology,137.93,Q1 2020MU
11384,low_debt/eq,Computer and Technology,49.87,Q2 2020MU
11386,low_debt/eq,Computer and Technology,-109.13,Q1 2021MU
11387,low_debt/eq,Computer and Technology,507.25,Q2 2021MU
11388,low_debt/eq,Computer and Technology,-228.17,Q3 2021MU
11389,low_debt/eq,Computer and Technology,389.84,Q4 2021MU
11392,low_debt/eq,Computer and Technology,431.54,Q3 2022MU
11436,low_debt/eq,Medical,504.81,Q4 2017NBIX
11467,good debt/eq,Consumer Discretionary,-670.21,Q4 2019NCLH
11470,high_debt/eq,Consumer Discretionary,292.09,Q3 2020NCLH
11471,high_debt/eq,Consumer Discretionary,234.04,Q2 2021NCLH
11472,high_debt/eq,Consumer Discretionary,402.56,Q3 2021NCLH
11537,low_debt/eq,Finance,356.32,Q3 2022NDAQ
11568,low_debt/eq,Basic Materials,573.94,Q4 2017NEM
11569,low_debt/eq,Basic Materials,592.2,Q1 2018NEM
11570,low_debt/eq,Basic Materials,509.09,Q2 2018NEM
11571,low_debt/eq,Basic Materials,-984.44,Q3 2018NEM
11572,low_debt/eq,Basic Materials,637.8,Q4 2018NEM
11573,low_debt/eq,Basic Materials,319.25,Q1 2019NEM
11574,low_debt/eq,Basic Materials,93.88,Q2 2019NEM
11575,low_debt/eq,Basic Materials,-105.08,Q3 2019NEM
11576,low_debt/eq,Basic Materials,-664.18,Q4 2019NEM
11577,low_debt/eq,Basic Materials,202.65,Q1 2020NEM
11578,low_debt/eq,Basic Materials,-60.15,Q2 2020NEM
11579,low_debt/eq,Basic Materials,198.91,Q3 2020NEM
11580,low_debt/eq,Basic Materials,549.15,Q2 2021NEM
11581,low_debt/eq,Basic Materials,-742.67,Q3 2021NEM
11582,low_debt/eq,Basic Materials,212.05,Q4 2021NEM
11585,low_debt/eq,Basic Materials,327.66,Q3 2022NEM
11586,low_debt/eq,Basic Materials,590.06,Q4 2022NEM
11625,high_debt/eq,Consumer Discretionary,-403.58,Q4 2017NFLX
11626,high_debt/eq,Consumer Discretionary,-91.55,Q1 2018NFLX
